coverage_id,category,session,unit,source_file,source_page,problem_number,prompt_id,official_answer_available,note_file,note_anchor,solution_status,verification_method
online-S11-1.11.5-Q5,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.5_cantor-s-diagonal-argument.md,,,Q5,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.6-Q1,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.6_countable-and-uncountable-sets.md,,,Q1,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.8-Q1,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.8_halting-problem-basics.md,,,Q1,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.10-Q1,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.10_russell-s-paradox-and-zfc-optional.md,,,Q1,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.10-Q2,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.10_russell-s-paradox-and-zfc-optional.md,,,Q2,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q1,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q1,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q2,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q2,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q3,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q3,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q4,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q4,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q5,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q5,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q6,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q6,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q7,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q7,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q8,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q8,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q9,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q9,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q10,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q10,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S11-1.11.12-Q11,online_feedback,11,1,08_Courseware_Exercises/S11_1.11.12_set-theory-axioms.md,,,Q11,yes,01_Proofs.md,#Session 11 — Infinite Sets,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.3-Q1,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.3_run-euclid-run.md,,,Q1,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.5-Q1,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.5_gcds-i.md,,,Q1,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.5-Q2,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.5_gcds-i.md,,,Q2,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.8-Q1,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.8_unique-primes.md,,,Q1,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.8-Q2,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.8_unique-primes.md,,,Q2,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.9-Q1,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.9_divisors.md,,,Q1,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.9-Q2,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.9_divisors.md,,,Q2,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.9-Q3,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.9_divisors.md,,,Q3,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S12-2.1.10-Q1,online_feedback,12,2,08_Courseware_Exercises/S12_2.1.10_gcds-ii.md,,,Q1,yes,02_Structures.md,#Session 12 — GCDs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S13-2.2.2-Q1,online_feedback,13,2,08_Courseware_Exercises/S13_2.2.2_divisibility-and-congruence.md,,,Q1,yes,02_Structures.md,#Session 13 — Congruences,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S13-2.2.4-Q1,online_feedback,13,2,08_Courseware_Exercises/S13_2.2.4_inverses-mod-n.md,,,Q1,yes,02_Structures.md,#Session 13 — Congruences,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S13-2.2.4-Q2,online_feedback,13,2,08_Courseware_Exercises/S13_2.2.4_inverses-mod-n.md,,,Q2,yes,02_Structures.md,#Session 13 — Congruences,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S13-2.2.5-Q1,online_feedback,13,2,08_Courseware_Exercises/S13_2.2.5_multiplicative-inverses.md,,,Q1,yes,02_Structures.md,#Session 13 — Congruences,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S13-2.2.6-Q1,online_feedback,13,2,08_Courseware_Exercises/S13_2.2.6_inverses-with-linear-combinations.md,,,Q1,yes,02_Structures.md,#Session 13 — Congruences,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.2-Q1,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.2_euler-s-totient-function.md,,,Q1,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.4-Q1,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.4_the-ring.md,,,Q1,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.4-Q2,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.4_the-ring.md,,,Q2,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.5-Q1,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.5_z-mod-n.md,,,Q1,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.5-Q2,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.5_z-mod-n.md,,,Q2,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.5-Q3,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.5_z-mod-n.md,,,Q3,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.6-Q1,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.6_fermat-s-little-theorem.md,,,Q1,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.7-Q1,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.7_euler-s-theorem.md,,,Q1,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S14-2.3.7-Q2,online_feedback,14,2,08_Courseware_Exercises/S14_2.3.7_euler-s-theorem.md,,,Q2,yes,02_Structures.md,#Session 14 — Euler's Theorem,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S15-2.4.2-Q1,online_feedback,15,2,08_Courseware_Exercises/S15_2.4.2_rsa-encryption.md,,,Q1,yes,02_Structures.md,#Session 15 — RSA Encryption,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S15-2.4.4-Q1,online_feedback,15,2,08_Courseware_Exercises/S15_2.4.4_relative-primality.md,,,Q1,yes,02_Structures.md,#Session 15 — RSA Encryption,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S15-2.4.5-Q1,online_feedback,15,2,08_Courseware_Exercises/S15_2.4.5_rsa-computations.md,,,Q1,yes,02_Structures.md,#Session 15 — RSA Encryption,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S15-2.4.5-Q2,online_feedback,15,2,08_Courseware_Exercises/S15_2.4.5_rsa-computations.md,,,Q2,yes,02_Structures.md,#Session 15 — RSA Encryption,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.2-Q1,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.2_walks-and-paths.md,,,Q1,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.2-Q2,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.2_walks-and-paths.md,,,Q2,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.4-Q1,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.4_longest-path.md,,,Q1,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.4-Q2,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.4_longest-path.md,,,Q2,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.5-Q1,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.5_adjacency-matrix.md,,,Q1,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.6-Q1,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.6_counting-paths.md,,,Q1,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.6-Q2,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.6_counting-paths.md,,,Q2,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S16-2.5.6-Q3,online_feedback,16,2,08_Courseware_Exercises/S16_2.5.6_counting-paths.md,,,Q3,yes,02_Structures.md,#Session 16 — Digraphs Walks and Paths,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.2-Q1,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.2_dags.md,,,Q1,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.2-Q2,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.2_dags.md,,,Q2,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.2-Q3,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.2_dags.md,,,Q3,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.4-Q1,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.4_scheduling-prerequisites.md,,,Q1,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.4-Q2,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.4_scheduling-prerequisites.md,,,Q2,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.4-Q3,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.4_scheduling-prerequisites.md,,,Q3,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.4-Q4,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.4_scheduling-prerequisites.md,,,Q4,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.4-Q5,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.4_scheduling-prerequisites.md,,,Q5,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.6-Q1,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.6_processor-time-bounds.md,,,Q1,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.6-Q2,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.6_processor-time-bounds.md,,,Q2,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.6-Q3,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.6_processor-time-bounds.md,,,Q3,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.6-Q4,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.6_processor-time-bounds.md,,,Q4,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S17-2.6.7-Q1,online_feedback,17,2,08_Courseware_Exercises/S17_2.6.7_the-divisibility-dag.md,,,Q1,yes,02_Structures.md,#Session 17 — Directed Acyclic Graphs,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.2-Q1,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.2_population-partial-order.md,,,Q1,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.2-Q2,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.2_population-partial-order.md,,,Q2,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.5-Q1,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.5_relational-properties.md,,,Q1,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.5-Q2,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.5_relational-properties.md,,,Q2,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.5-Q3,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.5_relational-properties.md,,,Q3,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.5-Q4,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.5_relational-properties.md,,,Q4,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.5-Q5,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.5_relational-properties.md,,,Q5,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.6-Q1,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.6_properties-of-relations.md,,,Q1,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.7-Q1,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.7_equivalence-relations-and-partial-orders.md,,,Q1,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.7-Q2,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.7_equivalence-relations-and-partial-orders.md,,,Q2,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S18-2.7.7-Q3,online_feedback,18,2,08_Courseware_Exercises/S18_2.7.7_equivalence-relations-and-partial-orders.md,,,Q3,yes,02_Structures.md,#Session 18 — Partial Orders and Equivalence,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.2-Q1,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.2_counting-degrees-and-edges.md,,,Q1,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.2-Q2,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.2_counting-degrees-and-edges.md,,,Q2,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.4-Q1,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.4_isomorphism.md,,,Q1,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.4-Q2,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.4_isomorphism.md,,,Q2,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.5-Q1,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.5_extreme-graphs.md,,,Q1,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.5-Q2,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.5_extreme-graphs.md,,,Q2,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.6-Q1,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.6_isomorphic-graphs.md,,,Q1,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S19-2.8.7-Q1,online_feedback,19,2,08_Courseware_Exercises/S19_2.8.7_non-isomorphic-graphs.md,,,Q1,yes,02_Structures.md,#Session 19 — Degrees and Isomorphism,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.2-Q1,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.2_chromatic-number.md,,,Q1,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.2-Q2,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.2_chromatic-number.md,,,Q2,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.2-Q3,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.2_chromatic-number.md,,,Q3,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.5-Q1,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.5_k-connected.md,,,Q1,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.5-Q2,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.5_k-connected.md,,,Q2,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.6-Q1,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.6_graph-coloring-i.md,,,Q1,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.7-Q1,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.7_graph-coloring-ii.md,,,Q1,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S20-2.9.8-Q1,online_feedback,20,2,08_Courseware_Exercises/S20_2.9.8_connected-components-in-integers.md,,,Q1,yes,02_Structures.md,#Session 20 — Coloring and Connectivity,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.2-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.2_trees-many-definitions.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.4-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.4_2-colorable-trees.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.6-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.6_span-all-the-graphs.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.6-Q2,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.6_span-all-the-graphs.md,,,Q2,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.6-Q3,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.6_span-all-the-graphs.md,,,Q3,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.6-Q4,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.6_span-all-the-graphs.md,,,Q4,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.7-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.7_tree-or-not-tree.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.8-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.8_leaves.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.8-Q2,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.8_leaves.md,,,Q2,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.8-Q3,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.8_leaves.md,,,Q3,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.8-Q4,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.8_leaves.md,,,Q4,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.9-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.9_minimum-spanning-trees.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.9-Q2,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.9_minimum-spanning-trees.md,,,Q2,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.10-Q1,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.10_graph-algorithm.md,,,Q1,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
online-S21-2.10.10-Q2,online_feedback,21,2,08_Courseware_Exercises/S21_2.10.10_graph-algorithm.md,,,Q2,yes,02_Structures.md,#Session 21 — Trees and Minimum Spanning Trees,integrated; official answer and feedback explained in course note,official OCW correct-answer and feedback fields; checked in course note
